Product Name,Product ID,Category,Confidence,Flag
Pierna Muslo de Pollo en Bandeja Sofia,1853,Alimentos y Bebidas No Alcohólicas,high,
Pescados Bassa Frutos Del Mar 1Kg,1854,Alimentos y Bebidas No Alcohólicas,high,
Cereal Copos de Maiz Granix 350 Gr,1856,Alimentos y Bebidas No Alcohólicas,high,
Detergente en Polvo Limon Lavamax 640 Gr,1858,"Muebles, Bienes y Servicios Domésticos",high,
Shampoo Palta oliva Bio Cabellos Normal Seco Familand 750 Ml,1859,Bienes y Servicios Diversos,high,
Alcohol Guabira 1 Lt,186,Salud,high,
Acondicionador Palta oliva Bio Cabellos Normal Seco Familand 750 Ml,1860,Bienes y Servicios Diversos,high,
Lomito de Atun Light Real 180 Gr,1861,Alimentos y Bebidas No Alcohólicas,high,
Pastas Tallarines Matarazzo 400 Gr,1862,Alimentos y Bebidas No Alcohólicas,high,
Mayonesa Tradicional Pet Hemmer 290 Gr,1863,Alimentos y Bebidas No Alcohólicas,high,
Limpia Vidrios con Gatillo Archer 970 Ml,1864,"Muebles, Bienes y Servicios Domésticos",high,
Mermelada de Frutilla BC La Campagnola 450 Gr,1865,Alimentos y Bebidas No Alcohólicas,high,
Galleta Sabor Chocolate Mana Arcor 165 Gr,1866,Alimentos y Bebidas No Alcohólicas,high,
Galleta Sabor Vainilla Mana Arcor 393 Gr,1867,Alimentos y Bebidas No Alcohólicas,high,
Yogurt Bebible Sabor Durazno Pil Bolsa 1000 Ml,1868,Alimentos y Bebidas No Alcohólicas,high,
Dulce de Leche Pil 250 GR,1869,Alimentos y Bebidas No Alcohólicas,high,
Aceite de Maiz Arcor 900 Ml,187,Alimentos y Bebidas No Alcohólicas,high,
Alimento Canino Cachorro Raza Pequeña Podium 1.4 Kg,1870,Bienes y Servicios Diversos,high,
Duraznos Mitades en Almibar La Despensa Sofia 820 GR,1871,Alimentos y Bebidas No Alcohólicas,high,
Coca Cola Original 3 Lts,1872,Alimentos y Bebidas No Alcohólicas,high,
Jamon Sandwichero Sofia Kg,1873,Alimentos y Bebidas No Alcohólicas,high,
Chorizo Español de Sierra Nevada 250 Gr,1874,Alimentos y Bebidas No Alcohólicas,high,
Surtido de Fiambres La Tabla Española Sierra Nevada 150 Gr,1875,Alimentos y Bebidas No Alcohólicas,high,
Cereal Chocapic Nestle 800 Gr,1878,Alimentos y Bebidas No Alcohólicas,high,
Gelatina en polvo Sabor Cereza Kris 1000 Gr,1879,Alimentos y Bebidas No Alcohólicas,high,
Tomates Perlitas Arcor 400 Gr,188,Alimentos y Bebidas No Alcohólicas,high,
Ketchup Original Doypack Kris 1000 Gr,1880,Alimentos y Bebidas No Alcohólicas,high,
Mayonesa Original Doypack Kris 1000 Gr,1881,Alimentos y Bebidas No Alcohólicas,high,
Choclo Amarillo entero Arcor 310 Gr,1882,Alimentos y Bebidas No Alcohólicas,high,
Mermelada de Durazno Light Arcor 390 Gr,1883,Alimentos y Bebidas No Alcohólicas,high,
Galleta Serranita Arcor 315 Gr,1884,Alimentos y Bebidas No Alcohólicas,high,
Miel de Abejas Ebia 500 Gr,1885,Alimentos y Bebidas No Alcohólicas,high,
Néctar de sabor Durazno Frutss Pura Vida 3 Lt,1886,Alimentos y Bebidas No Alcohólicas,high,
Hojuelas de Avena y Chia ChiAvena Princesa 300 Gr,1887,Alimentos y Bebidas No Alcohólicas,high,
Café Tradición en Sachet Nescafe Nestle 50 Gr,1888,Alimentos y Bebidas No Alcohólicas,high,
Salsa Pomarola Lista Doypack Arcor 340 Gr,1889,Alimentos y Bebidas No Alcohólicas,high,
Mermelada de Frutilla Arcor 454 Gr,189,Alimentos y Bebidas No Alcohólicas,high,
Panuelos Desechables Doble Hoja Elite 85 Unds,19,Bienes y Servicios Diversos,high,
Salsa Pizza Arcor DoyPack 340 Gr,190,Alimentos y Bebidas No Alcohólicas,high,
Pan Molde Multigrano IC Norte kg,1902,Alimentos y Bebidas No Alcohólicas,high,
Mantequilla Margarina Reyna Pil Taza 215 Gr,1903,Alimentos y Bebidas No Alcohólicas,high,
Café Liofilizado Premium Monaco Pil 200 Gr,1904,Alimentos y Bebidas No Alcohólicas,high,
Palmito Entero La Mesa 800 Gr,1905,Alimentos y Bebidas No Alcohólicas,high,
Leche en Polvo Instantanea Pil 370 Gr,1906,Alimentos y Bebidas No Alcohólicas,high,
Fideos Ramen Sabor Costilla Nissin 85 Gr,1907,Alimentos y Bebidas No Alcohólicas,high,
Salsa Lista Tuco Arcor Doy Pack 340 Gr,1908,Alimentos y Bebidas No Alcohólicas,high,
Galleta Serranitas Arcor 105 Gr,1909,Alimentos y Bebidas No Alcohólicas,high,
Mermelada de Durazno Arcor 454 Gr,1910,Alimentos y Bebidas No Alcohólicas,high,
Tender de Pollo Sofia 500 Gr,1911,Alimentos y Bebidas No Alcohólicas,high,
Hamburguesa de Res Picaña Sofia Tubo 12 Unds,1912,Alimentos y Bebidas No Alcohólicas,high,
Toalla de Papel Reutilizable Scott Duramax Antibacterial Unidad,1913,"Muebles, Bienes y Servicios Domésticos",high,
Sidra Preferida 910 Ml,1914,Bebidas Alcohólicas y Tabaco,high,
Vino Tinto Don Valentin Lacrado 750 Ml,1915,Bebidas Alcohólicas y Tabaco,high,
Pasta al Huevo Tagliatelle Anita 400 Gr,1916,Alimentos y Bebidas No Alcohólicas,high,
Vino Espumante Demi Sec Chandon 750 Ml,1917,Bebidas Alcohólicas y Tabaco,high,
Ron Flor de Caña 5 años 1 Lt,1918,Bebidas Alcohólicas y Tabaco,high,
Vino Tinto Cabernet Sauvignon Catena 750 Ml,1919,Bebidas Alcohólicas y Tabaco,high,
Vino Tinto Malbec Catena 750 Ml,1920,Bebidas Alcohólicas y Tabaco,high,
Vino Blanco Chardonnay Luigi Bosca 750 Ml,1921,Bebidas Alcohólicas y Tabaco,high,
Champiñon en Conserva Norte 400 Gr,1922,Alimentos y Bebidas No Alcohólicas,high,
Galleta Cubierta en Chocolate Doblon Costa Bolsa de 30 Unds,1923,Alimentos y Bebidas No Alcohólicas,high,
Galleta Sabor Chocolate Frac Costa 273 Gr,1924,Alimentos y Bebidas No Alcohólicas,high,
Salsa de Tomate Pomarola Italiana Carozzi 200 Gr,1925,Alimentos y Bebidas No Alcohólicas,high,
Café Liofilizado Premium Monaco Pil 300 Gr,1926,Alimentos y Bebidas No Alcohólicas,high,
Piña en Rodajas Reyna 850 Gr,1927,Alimentos y Bebidas No Alcohólicas,high,
Leche en Polvo Instantanea Pil DoyPack 2200 Gr,1928,Alimentos y Bebidas No Alcohólicas,high,
Chocolate con Mani Sapito Arcor 270 Gr,1929,Alimentos y Bebidas No Alcohólicas,high,
Leche Condensada Nestle 397 Gr,193,Alimentos y Bebidas No Alcohólicas,high,
Chocolates Bonbon Especialidades Nestle 153 Gr,1930,Alimentos y Bebidas No Alcohólicas,high,
Chocolates Surtido Especial Nestle 500 Gr,1931,Alimentos y Bebidas No Alcohólicas,high,
Panetón Donofrio Bolsa 900 Gr,1932,Alimentos y Bebidas No Alcohólicas,high,
Jugo Sabor Durazno Del Valle 3 Lt,1933,Alimentos y Bebidas No Alcohólicas,high,
Jugo Sabor Manzana Del Valle 3 Lt,1934,Alimentos y Bebidas No Alcohólicas,high,
Leche Evaporada Carnation Nestle 360 Gr,194,Alimentos y Bebidas No Alcohólicas,high,
Protectores Diarios Cuidado Diario Kotex 100 Unds,1948,Bienes y Servicios Diversos,high,
Shampoo Manzanilla Sin sal Carissa Doy Pack 900 Ml,1949,Bienes y Servicios Diversos,high,
Leche Evaporada Gloria Nestle 395 Gr,195,Alimentos y Bebidas No Alcohólicas,high,
Saca Grasa Limon con Gatillo TodoBrillo 850 ml,1950,"Muebles, Bienes y Servicios Domésticos",high,
Detergente Liquido Para Maquina Todo Tipo de Ropa Todo Brillo 1.8 Lt,1951,"Muebles, Bienes y Servicios Domésticos",high,
Biogurt Sabor Durazno Pil 1 Lt,1952,Alimentos y Bebidas No Alcohólicas,high,
Mantequilla con Leche Margarina Reyna 850 Gr,1953,Alimentos y Bebidas No Alcohólicas,high,
Nectar sabor Durazno Frutts Pura Vida 2 Lt,1954,Alimentos y Bebidas No Alcohólicas,high,
Yogurt Bebible sabor Mora Pil 1000 Gr,1955,Alimentos y Bebidas No Alcohólicas,high,
Papel Higiénico Ultra Doble Hoja Elite 24 Rollos,1956,Bienes y Servicios Diversos,high,
Papel Higiénico Plus Doble Hoja Elite 24 Rollos,1957,Bienes y Servicios Diversos,high,
Protector Diario Todos los Dias Care Free 60 Unds,1958,Bienes y Servicios Diversos,high,
Pañal Babysec Super Premium XG 46 Unds,1959,Bienes y Servicios Diversos,high,
Crema de Leche Nestle 300 Gr.,196,Alimentos y Bebidas No Alcohólicas,high,
Pañal Babysec Super Premium XXG 42 Unds,1960,Bienes y Servicios Diversos,high,
Enjuague Bucal Cool Mint Listerine 500 Ml,1961,Bienes y Servicios Diversos,high,
Talco para Bebe Hora de Sueño Johnsons 200 Gr,1962,Bienes y Servicios Diversos,high,
Lomito al Aceite de Soya Atun Real 354 Gr,1963,Alimentos y Bebidas No Alcohólicas,high,
Avena Instantanea Quaker 300 Gr,1964,Alimentos y Bebidas No Alcohólicas,high,
Choclo en Granos Ebia 280 Gr,1965,Alimentos y Bebidas No Alcohólicas,high,
Lavavajilla Limon Mr Flash 1050 Ml,1966,"Muebles, Bienes y Servicios Domésticos",high,
Queso Mozzarella Sancor 1 kg,1967,Alimentos y Bebidas No Alcohólicas,high,
Biogurt sabor Frutilla Pil Bot 1 Lt,1968,Alimentos y Bebidas No Alcohólicas,high,
Leche de Soya sabor Chocolate Soy 946 Ml,1969,Alimentos y Bebidas No Alcohólicas,high,
Hojuela de Avena Laminada Princesa 500 Gr,197,Alimentos y Bebidas No Alcohólicas,high,
Leche de Soya sabor Vainilla Soy 946 Ml,1970,Alimentos y Bebidas No Alcohólicas,high,
Leche de Soya sabor Banana Soy 946 Ml,1971,Alimentos y Bebidas No Alcohólicas,high,
Leche de Soya sabor Chirimoya Soy 946 Ml,1972,Alimentos y Bebidas No Alcohólicas,high,
Leche Instantanea Deslactosada Pil 760 Gr,1973,Alimentos y Bebidas No Alcohólicas,high,
Te Sabor Limon y Canela Pil 500 ML,1974,Alimentos y Bebidas No Alcohólicas,high,
Te Sabor Limon y Canela Pil 2 Lt,1975,Alimentos y Bebidas No Alcohólicas,high,
Yogurt Bebible sabor Frutilla Pil Bolsa 1 Kg,1976,Alimentos y Bebidas No Alcohólicas,high,
Shampoo Sin Sal Cabellos Secos Chocolate Carissa 900 Ml,1977,Bienes y Servicios Diversos,high,
Shampoo Anticaspa Carissa Doy Pack 800 Ml,1978,Bienes y Servicios Diversos,high,
Desinfectante de Ambiente Original Todo Brillo 360 cm3,1979,"Muebles, Bienes y Servicios Domésticos",high,
Quinua Real Negra en Grano Princesa 400 Gr,198,Alimentos y Bebidas No Alcohólicas,high,
Bebida Alcoholica Four Loko Green 473 Ml,1980,Bebidas Alcohólicas y Tabaco,high,
Galletas Cookies Original Visconti 60 Gr,1981,Alimentos y Bebidas No Alcohólicas,high,
Agua de Coco Thai 330 ML,1982,Alimentos y Bebidas No Alcohólicas,high,
Shampoo Cabello Claro Johnsons Baby 400 Ml,1983,Bienes y Servicios Diversos,high,
Shampoo Original Gold Johnsons Baby 750 Ml,1985,Bienes y Servicios Diversos,high,
Pañal Premium Babysec 62 Unds,1986,Bienes y Servicios Diversos,high,
Pañal Premium Babysec 56 Unds,1987,Bienes y Servicios Diversos,high,
Dulce de Leche Repostero La Serenisima 400 Gr,1988,Alimentos y Bebidas No Alcohólicas,high,
Dulce de Leche Sancor 1 Kg,1989,Alimentos y Bebidas No Alcohólicas,high,
Harina de Trigo Princesa 1 Kg,199,Alimentos y Bebidas No Alcohólicas,high,
Dulce de Leche Sancor 400 Gr,1990,Alimentos y Bebidas No Alcohólicas,high,
Salsa de Soja Tradicional Sakura 150 Ml,1991,Alimentos y Bebidas No Alcohólicas,high,
Aceite de Oliva Cocinero 500 Ml,1992,Alimentos y Bebidas No Alcohólicas,high,
Cebollita Cristal Hemmer 200 Gr,1993,Alimentos y Bebidas No Alcohólicas,high,
Alcaparras Hemmer 170 Gr,1994,Alimentos y Bebidas No Alcohólicas,high,
Alcaparras Hemmer Doy Pack 100 Gr,1995,Alimentos y Bebidas No Alcohólicas,high,
Canela Molida McCormick 55 Gr,1996,Alimentos y Bebidas No Alcohólicas,high,
Hierbas Italianas McCormick 18 Gr,1997,Alimentos y Bebidas No Alcohólicas,high,
Cebolla Molida McCormick 66 Gr,1998,Alimentos y Bebidas No Alcohólicas,high,
Ambientador Air Hawaiian Con Gatillo,2,"Muebles, Bienes y Servicios Domésticos",high,
Servilleta Dia a Dia Pequena Scott 100 Unds,20,Bienes y Servicios Diversos,high,
Harina Integral Trigo Princesa 1 Kg,200,Alimentos y Bebidas No Alcohólicas,high,
Sal con Ajo McCormick 60 Gr,2000,Alimentos y Bebidas No Alcohólicas,high,
Mezcla Sazonada Completo Empamix McCormick 60 Gr,2001,Alimentos y Bebidas No Alcohólicas,high,
Galletas Chocolate Bauducco Six Pack 30 Gr,2002,Alimentos y Bebidas No Alcohólicas,high,
Barra de Chocolate con Leche Garoto 90 Gr,2003,Alimentos y Bebidas No Alcohólicas,high,
Golosina Air Heads Bites 57 GR,2004,Alimentos y Bebidas No Alcohólicas,high,
Crema para Calzado Betun Negro Nugget 36 Gr,2005,Prendas de Vestir y Calzados,high,
Guantes Amarillo Master  T 8 Par,2006,"Muebles, Bienes y Servicios Domésticos",high,
Alcohol en Gel Antibacterial Ocean Aval Gatillo 380 Ml,2008,Bienes y Servicios Diversos,high,
Sanitizador en Gel Natural Aval 380 Ml,2009,Bienes y Servicios Diversos,high,
Harina Leudante 0000 Princesa 1 Kg,201,Alimentos y Bebidas No Alcohólicas,high,
Jabon Liquido de Tocador Rosas Aval Gatillo 400 Ml,2010,Bienes y Servicios Diversos,high,
Sanitizador en Gel Ocean Aval 380 Ml,2012,Bienes y Servicios Diversos,high,
Alcohol en Gel Antibacterial Tender Baby Aval 380 Ml,2013,Bienes y Servicios Diversos,high,
Ambientador Antitabaco Glade Aerosol 360 Ml,2015,"Muebles, Bienes y Servicios Domésticos",high,
Ambientador Harmony Glade Aerosol 360 Ml,2016,"Muebles, Bienes y Servicios Domésticos",high,
Tinte para Cabello Negro Casting Creme Gloss Loreal Kit 200,2017,Bienes y Servicios Diversos,high,
Tinte para Cabello Marron Glace Casting Creme Gloss Loreal Kit 415,2018,Bienes y Servicios Diversos,high,
Tinte para Cabello Castaño Claro Casting Creme Gloss Loreal Kit 500,2019,Bienes y Servicios Diversos,high,
Te con Canela y Clavo de Olor Windsor 130 Unds,202,Alimentos y Bebidas No Alcohólicas,high,
Tinte para Cabello Chocolate Casting Creme Gloss Loreal Kit 535,2020,Bienes y Servicios Diversos,high,
Tinte para Cabello Rubio Casting Creme Gloss Loreal Kit 700,2021,Bienes y Servicios Diversos,high,
Tinte para Cabello Rubio Perlado Casting Creme Gloss Loreal Kit 810,2022,Bienes y Servicios Diversos,high,
Tinte para Cabello Castaño Oscuro Casting Creme Gloss Loreal Kit 300,2023,Bienes y Servicios Diversos,high,
Tinte para Cabello Castaño Casting Creme Gloss Loreal Kit 400,2024,Bienes y Servicios Diversos,high,
Tinte para Cabello Negro Rico Casting Creme Gloss Loreal Kit 100,2025,Bienes y Servicios Diversos,high,
Tinte para Cabello Café Late Casting Creme Gloss Loreal Kit 610,2026,Bienes y Servicios Diversos,high,
Crema de Peinar Oleo Ext Rizos Definidos Elvive 300 Ml,2027,Bienes y Servicios Diversos,high,
Crema de Peinar Caida Resist Elvive 300 Ml,2028,Bienes y Servicios Diversos,high,
Crema de Peinar Dream Long Elvive 300 Ml,2029,Bienes y Servicios Diversos,high,
Mayonesa Doypack Kris 500 Gr,203,Alimentos y Bebidas No Alcohólicas,high,
Crema de Peinar HidraHialuronico Elvive 300 Ml,2030,Bienes y Servicios Diversos,high,
Mascara Colorvive Mx Elvive 300 Gr,2031,Bienes y Servicios Diversos,high,
Mascara Reparacion Total Extrema Mx Elvive 300 Ml,2032,Bienes y Servicios Diversos,high,
Mascara de Tratamiento Reparación Total 5 Blanco Elvive 300 Gr,2033,Bienes y Servicios Diversos,high,
Mascara de Tratamiento Óleo Coco Elvive 300 Gr,2034,Bienes y Servicios Diversos,high,
Shampoo Reparacion total Extrema Elvive 400 Ml,2035,Bienes y Servicios Diversos,high,
Shampoo Nutricion Oleo Extraordinario Elvive 400 Ml,2036,Bienes y Servicios Diversos,high,
Shampoo Oleo Ext. Rizos Definidos Elvive 400 Ml,2037,Bienes y Servicios Diversos,high,
Shampoo Arginina Resist Elvive 400 Ml,2038,Bienes y Servicios Diversos,high,
Shampoo Reparación Total 5 elvive 400 Ml,2039,Bienes y Servicios Diversos,high,
Mayonesa Original Kirs 380 Cm3,204,Alimentos y Bebidas No Alcohólicas,high,
Shampoo Oleo Coco Elvive 400 Ml,2040,Bienes y Servicios Diversos,high,
Shampoo Dream Long Elvive 400 Ml,2041,Bienes y Servicios Diversos,high,
Shampoo Dream Long Liss Elvive 400 Ml,2042,Bienes y Servicios Diversos,high,
Shampoo HidraHialuronico Elvive 370 Ml,2043,Bienes y Servicios Diversos,high,
Acondicionador Reparacion Total Extrema Elvive 400 Ml,2044,Bienes y Servicios Diversos,high,
Acondicionador Oleo Extraordinario Normal Elvive 400 Ml,2045,Bienes y Servicios Diversos,high,
Acondicionador Arginina Resist Elvive 400 Ml,2046,Bienes y Servicios Diversos,high,
Acondicionador Reparacion Total 5 Elvive 400 Ml,2047,Bienes y Servicios Diversos,high,
Acondicionador Oleo Coco Elvive 400 Ml,2048,Bienes y Servicios Diversos,high,
Acondicionador Dream Long Elvive 400 Ml,2049,Bienes y Servicios Diversos,high,
Ketchup Original Kris 410 Gr,205,Alimentos y Bebidas No Alcohólicas,high,
Acondicionador Dream Long Liss Elvive 400 Ml,2050,Bienes y Servicios Diversos,high,
Acondicionador HidraHialuronico Elvive 370 Ml,2051,Bienes y Servicios Diversos,high,
Acondicionador Dream Long Elvive 680 Ml,2052,Bienes y Servicios Diversos,high,
Acondicionador Reparación Total 5 Elvive 680 Ml,2053,Bienes y Servicios Diversos,high,
Acondicionador Color Vile Elvive 680 Ml,2054,Bienes y Servicios Diversos,high,
Acondicionador Oleo Coco Elvive 680 Ml,2055,Bienes y Servicios Diversos,high,
Acondicionador Reparacion Total 5 Extrema Elvive 680 Ml,2056,Bienes y Servicios Diversos,high,
Acondicionador Oleo Extraordinario Nutricion Elvive 680 Ml,2057,Bienes y Servicios Diversos,high,
Acondicionador Dream Long Liss Elvive 680 Ml,2058,Bienes y Servicios Diversos,high,
Acondicionador HidraHialuronico Elvive 680 Ml,2059,Bienes y Servicios Diversos,high,
Ketchup Picante Kris 410 Gr,206,Alimentos y Bebidas No Alcohólicas,high,
Shampoo Dream Long Elvive 680 Ml,2060,Bienes y Servicios Diversos,high,
Shampoo Arginina Resist Elvive 680 Ml,2061,Bienes y Servicios Diversos,high,
Shampoo Oleo Extraordinario Nutrición Universal Elvive 680 Ml,2062,Bienes y Servicios Diversos,high,
Shampoo Color Vive ELvive 680 Ml,2063,Bienes y Servicios Diversos,high,
Shampoo Oleo Coco Elvive 680 Ml,2064,Bienes y Servicios Diversos,high,
Shampoo Oleo Extraordinario Rizos Elvive 680 Ml,2065,Bienes y Servicios Diversos,high,
Shampoo Reparacion Total 5 Elvive 680 Ml,2066,Bienes y Servicios Diversos,high,
Shampoo Reparacion Total Extrema Elvive 680 Ml,2067,Bienes y Servicios Diversos,high,
Shampoo Dream Long Liss Elvive 680 Ml,2068,Bienes y Servicios Diversos,high,
Shampoo HidraHialuronico Elvive 680 Ml,2069,Bienes y Servicios Diversos,high,
Mostaza Kris 500 Gr,207,Alimentos y Bebidas No Alcohólicas,high,
Tinte de Cabello Media Tono Negro 1 Excellence,2070,Bienes y Servicios Diversos,high,
Tinte de Cabello Tono 3 Excellence,2071,Bienes y Servicios Diversos,high,
Tinte de Cabello Tono 4 Excellence,2072,Bienes y Servicios Diversos,high,
Tinte de Cabello Tono 5 Excellence,2073,Bienes y Servicios Diversos,high,
Tinte de Cabello Tono 5.1 Excellence,2074,Bienes y Servicios Diversos,high,
Tinte de Cabello Tono 5.3 Excellence,2075,Bienes y Servicios Diversos,high,
Tinte de Cabello Tono 6 Excellence,2076,Bienes y Servicios Diversos,high,
Tinte de Cabello Tono 6.1 Excellence,2077,Bienes y Servicios Diversos,high,
Tinte de Cabello Tono 6.30 Excellence,2078,Bienes y Servicios Diversos,high,
Tinte de Cabello Tono 6.34 Excellence,2079,Bienes y Servicios Diversos,high,
Mostaza Original Kris 400 Gr,208,Alimentos y Bebidas No Alcohólicas,high,
Tinte de Cabello Tono 7 Excellence,2080,Bienes y Servicios Diversos,high,
Tinte de Cabello Tono 7.1 Excellence,2081,Bienes y Servicios Diversos,high,
Tinte de Cabello Tono 7.11 Excellence,2082,Bienes y Servicios Diversos,high,
Tinte de Cabello Tono 8 Excellence,2083,Bienes y Servicios Diversos,high,
Tinte de Cabello Tono 8.1 Excellence,2084,Bienes y Servicios Diversos,high,
Tinte de Cabello Tono 8.11 Excellence,2085,Bienes y Servicios Diversos,high,
Tinte de Cabello Tono 9 Excellence,2086,Bienes y Servicios Diversos,high,
Tinte de Cabello Tono 9.1 Excellence,2087,Bienes y Servicios Diversos,high,
Tinte de Cabello Tono 6.11 Excellence,2088,Bienes y Servicios Diversos,high,
Tinte de Cabello Tono 6.7 Excellence,2089,Bienes y Servicios Diversos,high,
Gelatina Light Sabor Frutilla Kris 24 Gr,209,Alimentos y Bebidas No Alcohólicas,high,
Tinte de Cabello Tono 121 Ulta Blonds Excellence,2090,Bienes y Servicios Diversos,high,
Tinte de Cabello Tono 710 Extra Prof Excellence,2091,Bienes y Servicios Diversos,high,
Tinte de Cabello Tono 810 Extra Prof Excellence,2092,Bienes y Servicios Diversos,high,
Tinte de Cabello Extra Prof 280 Excellence,2093,Bienes y Servicios Diversos,high,
Mascarilla  Coco Fructis Hair Food Fructis 350 Ml,2094,Bienes y Servicios Diversos,high,
Mascarilla Banana Hair Food Fructis 350 Ml,2095,Bienes y Servicios Diversos,high,
Mascarilla Aguacate Hair Food Fructis 350 Ml,2096,Bienes y Servicios Diversos,high,
Mascarilla Aloe Hair Food Mascara Fructis 350 Ml,2097,Bienes y Servicios Diversos,high,
Shampoo Banana Fructis Hair Food Fructis 300 Ml,2098,Bienes y Servicios Diversos,high,
Acondicionador Banana Hair Food Fructis 300 Ml,2099,Bienes y Servicios Diversos,high,
Servilleta Institucional Perla 500 Unds,21,"Muebles, Bienes y Servicios Domésticos",high,
Gelatina sin Sabor Kris 42 Gr,210,Alimentos y Bebidas No Alcohólicas,high,
Shampoo Aloe Hair Food Fructis 300 Ml,2100,Bienes y Servicios Diversos,high,
Acondicionador Aloe Hair Food Fructis 300 Ml,2101,Bienes y Servicios Diversos,high,
Shampoo Coco Hair Food Fructis 300 Ml,2102,Bienes y Servicios Diversos,high,
Acondicionador Coco Hair Food Fructis 300 Ml,2103,Bienes y Servicios Diversos,high,
Shampoo Aguacate Hair Food Fructis 300 Ml,2104,Bienes y Servicios Diversos,high,
Acondicionador Hair Food Fructis 300 Ml,2105,Bienes y Servicios Diversos,high,
Polvo Para Hornear Kris 57 Gr,211,Alimentos y Bebidas No Alcohólicas,high,
Gelatina Neutra sin Sabor Dely 100 Gr,212,Alimentos y Bebidas No Alcohólicas,high,
Cepillo Dental Medio Accion Limpiadora Colgate 2 Unds,2128,Bienes y Servicios Diversos,high,
Mezcla para Brownie Celinda 300 Gr,213,Alimentos y Bebidas No Alcohólicas,high,
Enjuague Bucal Plax Ice Colgate 500 Ml,2130,Bienes y Servicios Diversos,high,
Hilo Dental con Fluor & Menta Colgate 25 M,2131,Bienes y Servicios Diversos,high,
Insecticida en Aerosol Azul Mata Moscas y Mosquitos Baygon 300 Ml.,2132,"Muebles, Bienes y Servicios Domésticos",high,
Galletas Integral Club Social 234 Gr,2134,Alimentos y Bebidas No Alcohólicas,high,
Galleta Sucrema Dulces Vainilla La Francesa 500 Gr,2138,Alimentos y Bebidas No Alcohólicas,high,
Galleta Salvado Natural La Francesa 1Kg,2139,Alimentos y Bebidas No Alcohólicas,high,
Cobertura de Chocolate Semiamargo Celinda 1 Kg,214,Alimentos y Bebidas No Alcohólicas,high,
Paño para Cocina Refregar y Secar 2 Unds,2140,"Muebles, Bienes y Servicios Domésticos",high,
Enjuague Bucal Cuidado Total Listerine 500 Ml,2141,Bienes y Servicios Diversos,high,
Escoba Multiuso Clorinda Unidad,2142,"Muebles, Bienes y Servicios Domésticos",high,
Pasta Dental Limpieza Completa Colgate Max White 180 Gr,2144,Bienes y Servicios Diversos,high,
Antitranspirante en Barra Speed Stick 50 Gr,2145,Bienes y Servicios Diversos,high,
Café Molido Posdata 250 Gr,2148,Alimentos y Bebidas No Alcohólicas,high,
Café Grano Posdata 250 Gr,2149,Alimentos y Bebidas No Alcohólicas,high,
Chocolate Original en polvo Toddy 800 Gr,215,Alimentos y Bebidas No Alcohólicas,high,
Saca Sarro Extra Fuerte Todo Brillo 550 Ml,2150,"Muebles, Bienes y Servicios Domésticos",high,
Lustra Mueble Todo Brillo Doy Pack 900 Ml,2151,"Muebles, Bienes y Servicios Domésticos",high,
Shampoo Te Rojo y Hialu Carissa 800 Ml,2153,Bienes y Servicios Diversos,high,
Detergente Liquido Floral Todo Brillo Doy Pack 900 Ml,2154,"Muebles, Bienes y Servicios Domésticos",high,
Mayonesa light Kris 200 Ml,2155,Alimentos y Bebidas No Alcohólicas,high,
Pure de Papas Kris 250 Gr,2156,Alimentos y Bebidas No Alcohólicas,high,
Pudin de Chocolate Kris 113 Gr,2157,Alimentos y Bebidas No Alcohólicas,high,
Saca Grasa Limon Recarga Bristar 900 Ml,2158,"Muebles, Bienes y Servicios Domésticos",high,
Lustra Muebles Floral Bristar 250 Ml,2159,"Muebles, Bienes y Servicios Domésticos",high,
Café Clasico en Sachet Iguaçu 50 Gr,216,Alimentos y Bebidas No Alcohólicas,high,
Cereal Sublime Nestle 330 Gr,2160,Alimentos y Bebidas No Alcohólicas,high,
Galletas Crackers Mabels 250 Gr,2161,Alimentos y Bebidas No Alcohólicas,high,
Chocolate Prestigio en Barra 33 Gr,2162,Alimentos y Bebidas No Alcohólicas,high,
Vodka Limon Ice 51 275 Ml,2163,Bebidas Alcohólicas y Tabaco,high,
Vodka Kiwi Ice 51 275 Ml,2164,Bebidas Alcohólicas y Tabaco,high,
Vodka Menta Corote 500 Ml,2165,Bebidas Alcohólicas y Tabaco,high,
Vodka Maracuya Corote 500 Ml,2167,Bebidas Alcohólicas y Tabaco,high,
Vodka Blue Berry Corote 500 Ml,2168,Bebidas Alcohólicas y Tabaco,high,
Ginebra Clasico Puerto de Indias 75 Cl,2169,Bebidas Alcohólicas y Tabaco,high,
Café Clasico Iguaçu 200 Gr,217,Alimentos y Bebidas No Alcohólicas,high,
Vino Tinto Malbec Rutini 750 Ml,2170,Bebidas Alcohólicas y Tabaco,high,
Ron Kraken Black Spiced 750 Ml,2171,Bebidas Alcohólicas y Tabaco,high,
Tableta de Chocolate Brigadeiro Arcor 80 Gr,2172,Alimentos y Bebidas No Alcohólicas,high,
Tableta de Chocolate Roclets Arcor 80 Gr,2173,Alimentos y Bebidas No Alcohólicas,high,
Gomitas Masticables Mora Mogul Arcor 500 Gr,2174,Alimentos y Bebidas No Alcohólicas,high,
Gomitas Masticables Dientes Mogul Arcor 500 Gr,2175,Alimentos y Bebidas No Alcohólicas,high,
Salsa Lista Pizza Arcor Doy Pack 340 Gr,2176,Alimentos y Bebidas No Alcohólicas,high,
